"CODE,C,6","VALIDCODE,L","DESC,C,38"
479,เท็จ,OTHER APPENDICEAL OPS
4791,จริง,Appendicostomy
4792,จริง,Close appendiceal fistul
4799,จริง,Appendiceal ops NEC
480,จริง,Proctotomy
481,จริง,Proctostomy
482,เท็จ,RECTAL/PERIRECT DX PROC
4821,จริง,Transab proctosigmoidosc
4822,จริง,Proctosigmoidosc thru st
4823,จริง,Rigid proctosigmoidoscpy
4824,จริง,Closed rectal biopsy
4825,จริง,Open rectal biopsy
4826,จริง,Perirectal tissue biopsy
4829,จริง,Rect/perirect dx op NEC
483,เท็จ,LOCAL DESTRUC RECTAL LES
4831,จริง,Rad electrocoag-rect les
4832,จริง,Electrocoag rect les NEC
4833,จริง,Laser destruc rectal les
4834,จริง,Cryosurg destr rect les
4835,จริง,Local excis rectal les
4836,จริง,Polypectomy of rectum
484,เท็จ,PULL-THRU RECT RESECTION
4840,จริง,Pull-thru res rectum NOS
4841,จริง,Soave submuc rect resect
4842,จริง,Lap pull-thru res rectum
4843,จริง,Opn pull-thru res rectum
4849,จริง,Pull-thru rect resec NEC
485,จริง,Abd-perineal rect resect
4850,จริง,Abdperneal res rectm NOS
4851,จริง,Lap abdperneal resc rec
4852,จริง,Opn abdperneal resc rec
4859,จริง,Abdperineal resc rect NEC
486,เท็จ,OTHER RECTAL RESECTION
4861,จริง,Transsac rectosigmoidect
4862,จริง,Ant rect resect w colost
4863,จริง,Anterior rect resect NEC
4864,จริง,Posterior rect resection
4865,จริง,Duhamel rectal resection
4869,จริง,Rectal resection NEC
487,เท็จ,REPAIR OF RECTUM
4871,จริง,Suture of rectal lacer
4872,จริง,Closure of proctostomy
4873,จริง,Close rectal fist NEC
4874,จริง,Rectorectostomy
4875,จริง,Abdominal proctopexy
4876,จริง,Proctopexy NEC
4879,จริง,Repair of rectum NEC
488,เท็จ,PERIRECTAL INCIS/EXCIS
4881,จริง,Perirectal incision
4882,จริง,Perirectal excision
489,เท็จ,OTH RECTAL/PERIRECT OP
4891,จริง,Incis rectal stricture
4892,จริง,Anorectal myomectomy
4893,จริง,Repair perirect fistula
4899,จริง,Rectal perirect op NEC
490,เท็จ,PERIANAL INCIS & EXCIS
4901,จริง,Incis perianal abscess
4902,จริง,Perianal incision NEC
4903,จริง,Excis perianal skin tag
4904,จริง,Perianal excision NEC
491,เท็จ,INCIS/EXCIS ANAL FISTULA
4911,จริง,Anal fistulotomy
4912,จริง,Anal fistulectomy
492,เท็จ,ANAL & PERIANAL DX PROC
4921,จริง,Anoscopy
4922,จริง,Perianal biopsy
4923,จริง,Biopsy of anus
4929,จริง,Anal/perian dx proc NEC
493,เท็จ,LOC DESTR ANAL LES NEC
4931,จริง,Endosc destruc anus les
4939,จริง,Other destruc anus les
494,เท็จ,HEMORRHOID PROCEDURES
4941,จริง,Hemorrhoid reduction
4942,จริง,Hemorrhoid injection
4943,จริง,Hemorrhoid cauterizat
4944,จริง,Hemorrhoid cryotherapy
4945,จริง,Hemorrhoid ligation
4946,จริง,Hemorrhoidectomy
4947,จริง,Hemorrhoid evacuation
4949,จริง,Hemorrhoid procedure NEC
495,เท็จ,ANAL SPHINCTER DIVISION
4951,จริง,Left lat sphincterotomy
4952,จริง,Post sphincterotomy
4959,จริง,Anal sphincterotomy NEC
496,จริง,Excision of anus
497,เท็จ,REPAIR OF ANUS
4971,จริง,Suture anal laceration
4972,จริง,Anal cerclage
4973,จริง,Closure of anal fistula
4974,จริง,Gracilis musc transplan
4975,จริง,Impl or rev art anal sph
4976,จริง,Remov art anal sphincter
4979,จริง,Anal sphinct repair NEC
499,เท็จ,OTH OPERATIONS ON ANUS
4991,จริง,Incision of anal septum
4992,จริง,Insert subq anal stimul
4993,จริง,Anal incision NEC
4994,จริง,Reduction anal prolapse
4995,จริง,Control anal hemorrhage
4999,จริง,Anal operation NEC
500,จริง,Hepatotomy
501,เท็จ,HEPATIC DIAGNOSTIC PROC
5011,จริง,Closed liver biopsy
5012,จริง,Open liver biopsy
5013,จริง,Transjugular liver bx
5014,จริง,Laparoscopic liver bx
5019,จริง,Hepatic dx proc NEC
502,เท็จ,LOCAL DESTRUC LIVER LES
5021,จริง,Marsupializat liver les
5022,จริง,Partial hepatectomy
5023,จริง,Opn abltn liver les/tiss
5024,จริง,Perc abltn liver les/tis
5025,จริง,Lap abltn liver les/tiss
5026,จริง,Abltn liver les/tiss NEC
5029,จริง,Destruc hepatic les NEC
503,จริง,Hepatic lobectomy
504,จริง,Total hepatectomy
505,เท็จ,LIVER TRANSPLANT
5051,จริง,Auxiliary liver transpl
5059,จริง,Liver transplant NEC
506,เท็จ,REPAIR OF LIVER
5061,จริง,Closure liver lacerat
5069,จริง,Liver repair NEC
509,เท็จ,OTHER LIVER OPERATIONS
5091,จริง,Percutan liver aspirat
5092,จริง,Extracorpor hepat assis
5093,จริง,Local perfusion liver
5094,จริง,Hepatic injection NEC
5099,จริง,Liver operation NEC
510,เท็จ,GALLBLADDER INCISION
5101,จริง,Percutan aspiration gb
5102,จริง,Trocar cholecystostomy
5103,จริง,Cholecystostomy NEC
5104,จริง,Cholecystotomy NEC
511,เท็จ,BILIARY TRACT DX PROCS
5110,จริง,Endosc retro cholangiopa
5111,จริง,Endoscop retro cholangio
5112,จริง,Percu bx gb/bile duct
5113,จริง,Open biliary tract bx
5114,จริง,Clo endosc bx bile duct
5115,จริง,Press measure sph Oddi
5119,จริง,Biliary tr dx proc NEC
512,เท็จ,CHOLECYSTECTOMY
5121,จริง,Oth part cholecystectomy
5122,จริง,Cholecystectomy
5123,จริง,Laparoscopic cholecystec
5124,จริง,Lap part cholecystectomy
513,เท็จ,BILIARY TRACT ANASTOMOS
5131,จริง,Gb-to-hepat duct anast
5132,จริง,Gb-to-intestine anastom
5133,จริง,Gb-to-pancreas anastom
5134,จริง,Gb-to-stomach anastomos
5135,จริง,Gallbladder anastom NEC
5136,จริง,Choledochoenterostomy
5137,จริง,Hepatic duct-gi anastom
5139,จริง,Bile duct anastomos NEC
514,เท็จ,INCIS OBSTRUC BILE DUCT
5141,จริง,Cde for calculus remov
5142,จริง,Cde for obstruction NEC
5143,จริง,Choledochohepat intubat
5149,จริง,Incis obstr bile duc NEC
515,เท็จ,OTH BILE DUCT INCISION
5151,จริง,Common duct exploration
5159,จริง,Bile duct incision NEC
516,เท็จ,DESTRUC BILE DUCTS LES
5161,จริง,Excis cyst duct remnant
5162,จริง,Excis ampulla of vater
5163,จริง,Common duct excis NEC
5164,จริง,Endosc destru bile les
5169,จริง,Bile duct excision NEC
517,เท็จ,REPAIR OF BILE DUCTS
5171,จริง,Simple sut-common duct
5172,จริง,Choledochoplasty
5179,จริง,Bile duct repair NEC
518,เท็จ,OTH OP BILE DUCT/SPHINC
5181,จริง,Sphincter of oddi dilat
5182,จริง,Pancreat sphincterotom
5183,จริง,Pancreat sphincteroplas
5184,จริง,Endosc dilation ampulla
5185,จริง,Endosc sphincterotomy
5186,จริง,Endosc inser nasobil tub
5187,จริง,Endosc inser stent bile
5188,จริง,Endo rem stone fr bil trac
5189,จริง,Sphinct of oddi op NEC
519,เท็จ,OTHER BILIARY TRACT OPS
5191,จริง,Repair gb laceration
5192,จริง,Closure cholecystostomy
5193,จริง,Clos biliary fistul NEC
5194,จริง,Revis bile tract anastom
5195,จริง,Remove bile duct prosth
5196,จริง,Perc extract CBD stone
5198,จริง,Oth perc proc on bil tract
5199,จริง,Biliary tract op NEC
520,เท็จ,PANCREATOTOMY
5201,จริง,Cath drain-pancreat cyst
5209,จริง,Pancreatotomy NEC
521,เท็จ,PANCREATIC DIAGNOST PROC
5211,จริง,Closed pancreatic biopsy
5212,จริง,Open pancreatic biopsy
5213,จริง,Endosc retro pancreatog
5214,จริง,Clo endosc bx pancre duc
5219,จริง,Pancreatic dx proc NEC
522,เท็จ,DESTRU PANCREATIC DUCT
5221,จริง,Endosc destr pancrea les
5222,จริง,Other destru pancrea les
523,จริง,Pancreat cyst marsupiali
524,จริง,Int drain pancreat cyst
525,เท็จ,PARTIAL PANCREATECTOMY
5251,จริง,Proximal pancreatectomy
5252,จริง,Distal pancreatectomy
5253,จริง,Rad subtot pancreatectom
5259,จริง,Partial pancreatect NEC
526,จริง,Total pancreatectomy
527,จริง,Rad pancreaticoduodenect
528,เท็จ,TRANSPLANT OF PANCREAS
5280,จริง,Pancreat transplant NOS
5281,จริง,Reimplant pancreatic tis
5282,จริง,Pancreatic homotransplan
5283,จริง,Pancreatic heterotranspl
5284,จริง,Islets cell autotransplant
5285,จริง,Islets cell allotransplant
5286,จริง,Islets cell transplnt NOS
529,เท็จ,OTHER OPS ON PANCREAS
5292,จริง,Cannulation pancrea duc
5293,จริง,Endosc inser panc stent
5294,จริง,Endo rem stone fr pan duct
5295,จริง,Pancreatic repair NEC
5296,จริง,Pancreatic anastomosis
5297,จริง,Endosc inser nasopan tub
5298,จริง,Endosc dil pancreat duct
5299,จริง,Pancreatic operation NEC
530,เท็จ,UNILAT ING HERNIA REPAIR
5300,จริง,Unilat inq hern rep NOS
5301,จริง,Opn/oth rep dir ing hern
5302,จริง,Opn/oth rep ind ing hern
5303,จริง,Opn/oth dir ing hern-gft
5304,จริง,Opn/oth ind ing hern-gft
5305,จริง,Ing hernia rep-graft NOS
531,เท็จ,BILAT ING HERNIA REPAIR
5310,จริง,Bilat ing hernia rep NOS
5311,จริง,Opn/oth bil dir ing hern
5312,จริง,Opn/oth bil ind ing hern
5313,จริง,Opnoth bi dr/in ing hrn
5314,จริง,Opn/oth bi dr ing hrn-gr
5315,จริง,Opn/oth bi in ing hrn-grf
5316,จริง,Opn/oth bi dr/in ig hr-gr
5317,จริง,Bil ing hrn rep-grft NOS
532,เท็จ,UNILAT FEMOR HERNIA REP
5321,จริง,Unil femor hrn rep-grft
5329,จริง,Unil femor hern rep NEC
533,เท็จ,BILAT FEMOR HERN REPAIR
5331,จริง,Bil fem hern repair-grft
5339,จริง,Bil fem hern repair NEC
534,เท็จ,UMBILICAL HERNIA REPAIR
5341,จริง,Opn/oth rep umb hrn-grft
5342,จริง,Lap umbil hernia-graft
5343,จริง,Lap umbilical hernia NEC
5349,จริง,Open rep umbil hern NEC
535,เท็จ,REPAIR OTH ABD WALL HERN
5351,จริง,Incisional hernia repair
5359,จริง,Abd wall hern repair NEC
536,เท็จ,REPAIR OTH ABD HERN-GRFT
5361,จริง,Open incis hern-grft NEC
5362,จริง,Lap incis hern repr-grft
5363,จริง,Lap hern ant abd-gft NEC
5369,จริง,Opn hern ant abd-grf NEC
537,จริง,Abd repair-diaphr hernia
5371,จริง,Lap abd rep-diaphr hern
5372,จริง,Opn abd diaphrm hern NEC
5375,จริง,Abd rep-diaphr hern NOS
538,เท็จ,THOR REPAIR-DIAPH HERNIA
5380,จริง,Thor rep-diaph hern NOS
5381,จริง,Diaphragmatic plication
5382,จริง,Parastern hernia repair
5383,จริง,Lap thorc app-diaph hern
5384,จริง,Opn thorc diaph hern NEC
539,จริง,Other hernia repair
540,จริง,Abdominal wall incision
541,เท็จ,LAPAROTOMY
5411,จริง,Exploratory laparotomy
5412,จริง,Reopen recent lap site
5419,จริง,Laparotomy NEC
542,เท็จ,ABD REGION DIAGNOS PROCS
5421,จริง,Laparoscopy
5422,จริง,Abdominal wall biopsy
5423,จริง,Peritoneal biopsy
5424,จริง,Closed intra-abd mass bx
5425,จริง,Peritoneal lavage
5429,จริง,Abd region dx proc NEC
543,จริง,Destruct abd wall lesion
544,จริง,Destruct peritoneal tiss
545,เท็จ,PERITONEAL ADHESIOLYSIS
5451,จริง,Lap periton adhesiolysis
5459,จริง,Oth periton adhesiolysis
546,เท็จ,ABD WALL PERITON SUTURE
5461,จริง,Reclose post op disrupt
5462,จริง,Delayed clos abd wound
5463,จริง,Abd wall suture NEC
5464,จริง,Peritoneal suture
547,เท็จ,OTH ABD WALL PERITON REP
5471,จริง,Repair of gastroschisis
5472,จริง,Abdomen wall repair NEC
5473,จริง,Peritoneal repair NEC
5474,จริง,Omental repair NEC
5475,จริง,Mesenteric repair NEC
549,เท็จ,OTHER ABDOMEN REGION OPS
5491,จริง,Percu abdominal drainage
5492,จริง,Remove FB from periton
5493,จริง,Create cutanperiton fist
5494,จริง,Creat peritoneovas shunt
5495,จริง,Peritoneal incision
5496,จริง,Injec air-periton cavity
5497,จริง,Inj therap subst periton
5498,จริง,Peritoneal dialysis
5499,จริง,Abdomen region ops NEC
550,เท็จ,NEPHROTOMY & NEPHROSTOMY
5501,จริง,Nephrotomy
5502,จริง,Nephrostomy
5503,จริง,Percu nephrostm w/o frag
5504,จริง,Percu nephrostmy w frag
551,เท็จ,PYELOTOMY & PYELOSTOMY
5511,จริง,Pyelotomy
5512,จริง,Pyelostomy
552,เท็จ,RENAL DIAGNOSTIC PROCED
5521,จริง,Nephroscopy
5522,จริง,Pyeloscopy
5523,จริง,Closed renal biopsy
5524,จริง,Open renal biopsy
5529,จริง,Renal diagnost proc NEC
553,เท็จ,LOCAL DESTRUC RENAL LES
5531,จริง,Renal les marsupializat
5532,จริง,Opn abltn renal les/tiss
5533,จริง,Perc abltn renl les/tiss
5534,จริง,Lap abltn renal les/tiss
5535,จริง,Abltn renal les/tiss NEC
5539,จริง,Loc destr renal les NEC
554,จริง,Partial nephrectomy
555,เท็จ,COMPLETE NEPHRECTOMY
5551,จริง,Nephroureterectomy
5552,จริง,Solitary kidney nephrect
5553,จริง,Rejected kidney nephrect
5554,จริง,Bilateral nephrectomy
556,เท็จ,KIDNEY TRANSPLANT
5561,จริง,Renal autotransplant
5569,จริง,Kidney transplant NEC
557,จริง,Nephropexy
558,เท็จ,OTHER KIDNEY REPAIR
5581,จริง,Suture kidney laceration
5582,จริง,Close nephrost & pyelost
5583,จริง,Close renal fistula NEC
5584,จริง,Reduce renal pedicl tors
5585,จริง,Symphysiotomy
5586,จริง,Renal anastomosis
5587,จริง,Correct ureteropelv junc
5589,จริง,Renal repair NEC
559,เท็จ,OTHER RENAL OPERATIONS
5591,จริง,Renal decapsulation
5592,จริง,Percutan renal aspirat
5593,จริง,Replace nephrostomy tube
5594,จริง,Replace pyelostomy tube
5595,จริง,Local renal perfusion
5596,จริง,Renal injection NEC
5597,จริง,Implant mechanic kidney
5598,จริง,Remov mechanical kidney
5599,จริง,Renal operation NEC
560,จริง,Tu remov ureter obstruct
561,จริง,Ureteral meatotomy
562,จริง,Ureterotomy
563,เท็จ,URETERAL DIAGNOST PROC
5631,จริง,Ureteroscopy
5632,จริง,Closed ureteral biopsy
5633,จริง,Clos endosc ureteral bx
5634,จริง,Open ureteral biopsy
5635,จริง,Endoscopic ileal conduit
5639,จริง,Ureteral dx procedur NEC
564,เท็จ,URETERECTOMY
5640,จริง,Ureterectomy NOS
5641,จริง,Partial ureterectomy
5642,จริง,Total ureterectomy
565,เท็จ,CUTAN URETERO-ILEOSTOMY
5651,จริง,Form cutan ileoureterost
5652,จริง,Revis cutan ileoureteros
566,เท็จ,EXT URIN DIVERSION NEC
5661,จริง,Form cutan ureterostomy
5662,จริง,Revis cutan ureteros NEC
567,เท็จ,OTHER URETERAL ANASTOMOS
5671,จริง,Urin diversion to bowel
5672,จริง,Revis ureteroenterostomy
5673,จริง,Nephrocystanastomosi NOS
5674,จริง,Ureteroneocystostomy
